tweet_id,source,text,expanded_urls,jpg_url,tweet_time,retweet,favorites,follows,stages,dog_prediction,conf_level,rating_numerator,rating_denominator,dog_count,dog_name,dog_gender
667437278097252352,Twitter for iPhone,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,https://twitter.com/dog_rates/status/667437278097252352/photo/1,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,2015-11-19 20:20:22,248.0,459.0,6903716.0,doggo,MysteryDog,0.0,10.0,10.0,1.0,NaN,NaN
667443425659232256,Twitter for iPhone,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,https://twitter.com/dog_rates/status/667443425659232256/photo/1,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,2015-11-19 20:44:47,604.0,804.0,6903716.0,doggo,MysteryDog,0.0,6.0,10.0,1.0,NaN,NaN
667453023279554560,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/667453023279554560/photo/1,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,2015-11-19 21:22:56,93.0,320.0,6903716.0,doggo,Labrador_retriever,0.8256700000000001,11.0,10.0,1.0,Cupcake,NaN
667455448082227200,Twitter Web Client,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://twitter.com/dog_rates/status/667455448082227200/photo/1,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,2015-11-19 21:32:34,65.0,195.0,6903716.0,doggo,Tibetan_terrier,0.676376,7.0,10.0,1.0,Reese,NaN
667470559035432960,Twitter Web Client,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,https://twitter.com/dog_rates/status/667470559035432960/photo/1,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,2015-11-19 22:32:36,101.0,264.0,6903716.0,doggo,toy_poodle,0.304175,11.0,10.0,1.0,Kohl,male
667491009379606528,Twitter Web Client,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,https://twitter.com/dog_rates/status/667491009379606528/photo/1,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,2015-11-19 23:53:52,237.0,548.0,6903716.0,doggo,borzoi,0.852088,7.5,10,2,NaN,NaN
667495797102141441,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://twitter.com/dog_rates/status/667495797102141441/photo/1,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,2015-11-20 00:12:54,287.0,540.0,6903716.0,doggo,Chihuahua,0.143957,9.0,10.0,1.0,Philippe,NaN
667502640335572993,Twitter Web Client,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,https://twitter.com/dog_rates/status/667502640335572993/photo/1,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,2015-11-20 00:40:05,227.0,545.0,6903716.0,doggo,Labrador_retriever,0.996709,11.0,10.0,1.0,Hall,NaN
667509364010450944,Twitter Web Client,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,https://twitter.com/dog_rates/status/667509364010450944/photo/1,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,2015-11-20 01:06:48,2211.0,6971.0,6903716.0,doggo,beagle,0.636169,12.0,10.0,1.0,Tickles,NaN
667517642048163840,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://twitter.com/dog_rates/status/667517642048163840/photo/1,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,2015-11-20 01:39:42,198.0,378.0,6903716.0,doggo,Italian_greyhound,0.125176,8.0,10.0,1.0,Dook,male
667524857454854144,Twitter Web Client,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,https://twitter.com/dog_rates/status/667524857454854144/photo/1,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,2015-11-20 02:08:22,1163.0,1750.0,6903716.0,doggo,Chesapeake_Bay_retriever,0.08812239999999999,12.0,10.0,1.0,NaN,male
667530908589760512,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/667530908589760512/photo/1,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,2015-11-20 02:32:25,253.0,488.0,6903716.0,doggo,golden_retriever,0.633037,10.0,10.0,1.0,Naphaniel,male
667534815156183040,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://twitter.com/dog_rates/status/667534815156183040/photo/1,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,2015-11-20 02:47:56,559.0,843.0,6903716.0,doggo,Pembroke,0.435254,8.0,10.0,1.0,Frank,NaN
667435689202614272,Twitter for iPhone,Ermergerd 12/10 https://t.co/PQni2sjPsm,https://twitter.com/dog_rates/status/667435689202614272/photo/1,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,2015-11-19 20:14:03,85.0,310.0,6903716.0,doggo,Rottweiler,0.999091,12.0,10.0,1.0,NaN,NaN
667538891197542400,Twitter Web Client,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",https://twitter.com/dog_rates/status/667538891197542400/photo/1,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,2015-11-20 03:04:08,69.0,209.0,6903716.0,doggo,Yorkshire_terrier,0.618957,9.0,10.0,1.0,Klint,NaN
667546741521195010,Twitter Web Client,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://twitter.com/dog_rates/status/667546741521195010/photo/1,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,2015-11-20 03:35:20,132.0,341.0,6903716.0,doggo,toy_poodle,0.787424,9.0,10.0,1.0,George,male
667549055577362432,Twitter Web Client,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,https://twitter.com/dog_rates/status/667549055577362432/photo/1,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,2015-11-20 03:44:31,2390.0,5966.0,6903716.0,doggo,MysteryDog,0.0,1.0,10.0,1.0,NaN,NaN
667550882905632768,Twitter Web Client,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,"https://twitter.com/dogratingrating/status/667548415174144001/photo/1,https://twitter.com/dogratingrating/status/667548415174144001/photo/1",https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,2015-11-20 03:51:47,33.0,0.0,6903716.0,doggo,MysteryDog,0.0,5.0,10.0,1.0,NaN,NaN
667550904950915073,Twitter Web Client,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA","https://twitter.com/dogratingrating/status/667548695664070656/photo/1,https://twitter.com/dogratingrating/status/667548695664070656/photo/1",https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,2015-11-20 03:51:52,35.0,0.0,6903716.0,doggo,vizsla,8.10632e-05,12.0,10.0,1.0,NaN,NaN
667724302356258817,Twitter Web Client,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,https://twitter.com/dog_rates/status/667724302356258817/photo/1,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,2015-11-20 15:20:54,332.0,502.0,6903716.0,doggo,MysteryDog,0.0,7.0,10.0,1.0,NaN,NaN
667728196545200128,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/667728196545200128/photo/1,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,2015-11-20 15:36:22,157.0,384.0,6903716.0,doggo,kuvasz,0.360159,11.0,10.0,1.0,Olive,male
667766675769573376,Twitter Web Client,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,https://twitter.com/dog_rates/status/667766675769573376/photo/1,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,2015-11-20 18:09:16,229.0,459.0,6903716.0,doggo,MysteryDog,0.0,9.0,10.0,1.0,Calvin,male
667773195014021121,Twitter Web Client,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,https://twitter.com/dog_rates/status/667773195014021121/photo/1,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,2015-11-20 18:35:10,59.0,240.0,6903716.0,doggo,West_Highland_white_terrier,0.360465,8.0,10.0,1.0,Jessiga,female
667782464991965184,Twitter for iPhone,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,https://twitter.com/dog_rates/status/667782464991965184/photo/1,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,2015-11-20 19:12:01,253.0,421.0,6903716.0,doggo,MysteryDog,0.0,9.0,10.0,1.0,NaN,NaN
667793409583771648,Twitter for iPhone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://twitter.com/dog_rates/status/667793409583771648/photo/1,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,2015-11-20 19:55:30,343.0,718.0,6903716.0,doggo,dalmatian,0.5350729999999999,8.0,10.0,1.0,NaN,NaN
667801013445750784,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/667801013445750784/photo/1,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,2015-11-20 20:25:43,98.0,338.0,6903716.0,doggo,flat-coated_retriever,0.508392,12.0,10.0,1.0,NaN,NaN
667806454573760512,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/667806454573760512/photo/1,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,2015-11-20 20:47:20,522.0,1090.0,6903716.0,doggo,Chihuahua,0.187155,10.0,10.0,1.0,Filup,male
667832474953625600,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/667832474953625600/photo/1,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,2015-11-20 22:30:44,65.0,294.0,6903716.0,doggo,miniature_pinscher,0.2142,12.0,10.0,1.0,NaN,NaN
667544320556335104,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/667544320556335104/photo/1,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,2015-11-20 03:25:43,547.0,892.0,6903716.0,doggo,Pomeranian,0.412893,7.0,10,2,Kial,NaN
667405339315146752,Twitter for iPhone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/667405339315146752/photo/1,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,2015-11-19 18:13:27,225.0,476.0,6903716.0,doggo,Saint_Bernard,0.381377,7.0,10.0,1.0,Biden,NaN
667393430834667520,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,2015-11-19 17:26:08,58.0,198.0,6903716.0,doggo,papillon,0.557009,8.0,10.0,1.0,Fwed,male
667369227918143488,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://twitter.com/dog_rates/status/667369227918143488/photo/1,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,2015-11-19 15:49:57,168.0,375.0,6903716.0,doggo,MysteryDog,0.0,10.0,10.0,1.0,NaN,NaN
666781792255496192,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,2015-11-18 00:55:42,203.0,395.0,6903716.0,doggo,Italian_greyhound,0.618316,10.0,10.0,1.0,Octaviath,NaN
666786068205871104,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,2015-11-18 01:12:41,497.0,776.0,6903716.0,doggo,MysteryDog,0.0,2.0,10.0,1.0,NaN,NaN
666804364988780544,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,2015-11-18 02:25:23,94.0,244.0,6903716.0,doggo,English_setter,0.32879200000000003,8.0,10.0,1.0,Jockson,male
666817836334096384,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,2015-11-18 03:18:55,258.0,529.0,6903716.0,doggo,miniature_schnauzer,0.496953,9.0,10.0,1.0,Jeph,male
666826780179869698,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,2015-11-18 03:54:28,98.0,257.0,6903716.0,doggo,Maltese_dog,0.359383,12.0,10.0,1.0,NaN,NaN
666835007768551424,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,2015-11-18 04:27:09,80.0,219.0,6903716.0,doggo,Airedale,0.448459,10.0,10,2,NaN,NaN
666837028449972224,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,2015-11-18 04:35:11,567.0,835.0,6903716.0,doggo,MysteryDog,0.0,3.0,10.0,1.0,NaN,NaN
666983947667116034,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,2015-11-18 14:18:59,1012.0,2610.0,6903716.0,doggo,MysteryDog,0.0,11.0,10.0,1.0,Pepe,NaN
666996132027977728,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,2015-11-18 15:07:24,97.0,248.0,6903716.0,doggo,Rottweiler,0.0624899,10.0,10.0,1.0,Carll,male
667012601033924608,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,2015-11-18 16:12:51,233.0,455.0,6903716.0,doggo,MysteryDog,0.0,9.0,10.0,1.0,Klevin,male
667044094246576128,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,2015-11-18 18:17:59,51.0,189.0,6903716.0,doggo,golden_retriever,0.765266,12.0,10.0,1.0,NaN,NaN
